@RELATION bondaries_v3_large

@ATTRIBUTE boundary  {0,1}
@ATTRIBUTE inti   NUMERIC
@ATTRIBUTE intj  NUMERIC
@ATTRIBUTE exe  NUMERIC
@DATA
1 0 0.5 0 
0 0 0.375 0 
0 0 0.42857142857142855 0 
0 0.5 0.5 0.3333333333333333 
0 0.375 0.375 0.27272727272727276 
0 0.42857142857142855 0.42857142857142855 0.3 
0 0.5 0.5 0.3333333333333333 
0 0.375 0.375 0.27272727272727276 
1 0.42857142857142855 0.42857142857142855 0.3 
0 0.5 0.42857142857142855 0.31578947368421056 
0 0.375 0.6 0.27272727272727276 
0 0.42857142857142855 0.3333333333333333 0.375 
0 0.42857142857142855 0.42857142857142855 0.3529411764705882 
0 0.6 0.42857142857142855 0.3333333333333333 
1 0.3333333333333333 0.3333333333333333 0.2857142857142857 
0 0.42857142857142855 0.42857142857142855 0.2608695652173913 
0 0.42857142857142855 0.5 0.24 
0 0.3333333333333333 0.375 0.23076923076923078 
0 0.42857142857142855 0.42857142857142855 0.3 
0 0.5 0.5 0.3333333333333333 
0 0.375 0.42857142857142855 0.2857142857142857 
0 0.42857142857142855 0.6 0.3333333333333333 
0 0.5 1.0 0.4 
0 0.42857142857142855 1.0 0.375 
0 0.6 1.0 0.5454545454545455 
0 1.0 0.15789473684210528 0.13043478260869565 
0 1.0 0.23076923076923078 0.15 
0 1.0 0.3333333333333333 0.16666666666666666 
0 0.15789473684210528 0.42857142857142855 0.1875 
0 0.23076923076923078 0.5 0.21428571428571427 
0 0.3333333333333333 0.375 0.23076923076923078 
0 0.42857142857142855 0.42857142857142855 0.3 
0 0.5 0.6 0.3529411764705882 
0 0.375 0.42857142857142855 0.2857142857142857 
0 0.42857142857142855 0.3333333333333333 0.31578947368421056 
1 0.6 0.5 0.3529411764705882 
0 0.42857142857142855 0.375 0.2857142857142857 
0 0.3333333333333333 0.42857142857142855 0.24 
0 0.5 1.0 0.3333333333333333 
0 0.375 0.5 0.3 
0 0.42857142857142855 0.42857142857142855 0.3529411764705882 
1 1.0 0.5 0.4 
0 0.5 0.6 0.3529411764705882 
0 0.42857142857142855 0.42857142857142855 0.3529411764705882 
0 0.5 0.5 0.5 
0 0.6 0.42857142857142855 0.4 
1 0.42857142857142855 0.375 0.3333333333333333 
0 0.5 0.3333333333333333 0.2857142857142857 
0 0.42857142857142855 0.5 0.24 
0 0.375 0.5 0.23076923076923078 
0 0.3333333333333333 0.6 0.23076923076923078 
0 0.5 1.0 0.3333333333333333 
0 0.5 0.27272727272727276 0.2608695652173913 
0 0.6 0.375 0.27272727272727276 
1 1.0 0.42857142857142855 0.27272727272727276 
0 0.27272727272727276 0.42857142857142855 0.2857142857142857 
0 0.375 0.5 0.3 
0 0.42857142857142855 0.42857142857142855 0.3 
0 0.42857142857142855 0.6 0.3333333333333333 
0 0.5 1.0 0.4 
0 0.42857142857142855 0.375 0.4 
0 0.6 0.375 0.375 
0 1.0 0.125 0.1 
0 0.375 0.1875 0.11764705882352941 
0 0.375 0.3333333333333333 0.13636363636363638 
1 0.125 0.42857142857142855 0.16216216216216214 
0 0.1875 0.375 0.18181818181818182 
0 0.3333333333333333 0.42857142857142855 0.21428571428571427 
0 0.42857142857142855 0.5 0.27272727272727276 
